text,label
Hey   Mon,7
Hey-hey-hey You wanna hear something that sucks,7
Do I ever,1
Chris says they're closing down the bar,0
No way,5
Yeah   apparently they're turning it into some kinda coffee place,7
Just coffee Where are we gonna hang out now,6
Hey   Mon,7
Hey-hey-hey You wanna hear something that sucks,7
Do I ever,1
Chris says they're closing down the bar,0
No way,5
Yeah   apparently they're turning it into some kinda coffee place,7
Just coffee Where are we gonna hang out now,6
Got me,0
Hey   Mon,7
Hey-hey-hey You wanna hear something that sucks,7
Do I ever,1
Chris says they're closing down the bar,0
No way,5
Yeah   apparently they're turning it into some kinda coffee place,7
Just coffee Where are we gonna hang out now,6
Got me,0
Can I get a beer,7
Hey   Mon,7
Hey-hey-hey You wanna hear something that sucks,7
Do I ever,1
Chris says they're closing down the bar,0
No way,5
Yeah   apparently they're turning it into some kinda coffee place,7
Just coffee Where are we gonna hang out now,6
Got me,0
Can I get a beer,7
Hey   did you pick a roommate,7
Hey   Mon,7
Hey-hey-hey You wanna hear something that sucks,7
Do I ever,1
Chris says they're closing down the bar,0
No way,5
Yeah   apparently they're turning it into some kinda coffee place,7
Just coffee Where are we gonna hang out now,6
Got me,0
Can I get a beer,7
Hey   did you pick a roommate,7
You betcha,1
Oh my God   oh my God Poor Monica,5
What   what   what,5
What,5
He was with her when he wrote this poem,7
Oh my God   oh my God Poor Monica,5
What   what   what,5
What,5
He was with her when he wrote this poem,7
Look    'My vessel so empty with nothing inside,7
Now that I've touched you   you seem emptier still',7
He thinks Monica is empty   she is the empty vase,5
Oh my God   oh my God Poor Monica,5
What   what   what,5
What,5
He was with her when he wrote this poem,7
Look    'My vessel so empty with nothing inside,7
Now that I've touched you   you seem emptier still',7
He thinks Monica is empty   she is the empty vase,5
Oh   totally Oh   God   oh   she seemed so happy too,0
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Oh,7
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Oh,7
Hi,7
Hi,7
How'd did it go,7
Oh well   the woman I interviewed with was pretty tough   but y'know thank God Mark coached me   because once I started talking about the fall line   she got all happy and wouldn't shut up,1
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Oh,7
Hi,7
Hi,7
How'd did it go,7
Oh well   the woman I interviewed with was pretty tough   but y'know thank God Mark coached me   because once I started talking about the fall line   she got all happy and wouldn't shut up,1
I'm so proud of you,1
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Oh,7
Hi,7
Hi,7
How'd did it go,7
Oh well   the woman I interviewed with was pretty tough   but y'know thank God Mark coached me   because once I started talking about the fall line   she got all happy and wouldn't shut up,1
I'm so proud of you,1
Me too,1
Listen   I'm ah   I'm sorry I've been so crazy and jealous and   it's just that I like you a lot   so,0
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Oh,7
Hi,7
Hi,7
How'd did it go,7
Oh well   the woman I interviewed with was pretty tough   but y'know thank God Mark coached me   because once I started talking about the fall line   she got all happy and wouldn't shut up,1
I'm so proud of you,1
Me too,1
Listen   I'm ah   I'm sorry I've been so crazy and jealous and   it's just that I like you a lot   so,0
I know,7
Hey,5
Hi,1
What are you doing here,5
Ah y'know   this building is on my paper route so I,7
Oh,7
Hi,7
Hi,7
How'd did it go,7
Oh well   the woman I interviewed with was pretty tough   but y'know thank God Mark coached me   because once I started talking about the fall line   she got all happy and wouldn't shut up,1
I'm so proud of you,1
Me too,1
Listen   I'm ah   I'm sorry I've been so crazy and jealous and   it's just that I like you a lot   so,0
I know,7
Yeah,7
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
I was surprised to see a kangaroo in a World War I epic,5
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
I was surprised to see a kangaroo in a World War I epic,5
You fell asleep,3
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
I was surprised to see a kangaroo in a World War I epic,5
You fell asleep,3
There was no kangaroo,3
They didn't take any of my suggestions,3
That's for coming buddy,7
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
I was surprised to see a kangaroo in a World War I epic,5
You fell asleep,3
There was no kangaroo,3
They didn't take any of my suggestions,3
That's for coming buddy,7
I'll see you later,7
Don't go,0
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
I was surprised to see a kangaroo in a World War I epic,5
You fell asleep,3
There was no kangaroo,3
They didn't take any of my suggestions,3
That's for coming buddy,7
I'll see you later,7
Don't go,0
I'm sorry,0
I'm so sorry,0
Look,5
Good job Joe Well done Top notch,1
You liked it You really liked it,5
Oh-ho-ho   yeah,1
Which part exactly,7
The whole thing Can we go,7
Oh no-no-no   give me some specifics,3
I love the specifics   the specifics were the best part,1
Hey   what about the scene with the kangaroo Did-did you like that part,7
I was surprised to see a kangaroo in a World War I epic,5
You fell asleep,3
There was no kangaroo,3
They didn't take any of my suggestions,3
That's for coming buddy,7
I'll see you later,7
Don't go,0
I'm sorry,0
I'm so sorry,0
Look,5
This guy fell asleep,3
Yes   and it is my dying wish to have that ring,7
See   if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity,7
Okay   that's enough honey,7
I don't know  Let me see the ring,7
Great Okay   here,1
What've you been up to,7
Oh   you know   the usual   teaching aerobics   partying way too much,7
Oh   and in case you were wondering   those are my legs on the new James Bond poster,7
Can you hold on a moment I have another call  I love her,1
What've you been up to,7
Oh   you know   the usual   teaching aerobics   partying way too much,7
Oh   and in case you were wondering   those are my legs on the new James Bond poster,7
Can you hold on a moment I have another call  I love her,1
I know,7
I'm back,7
What've you been up to,7
Oh   you know   the usual   teaching aerobics   partying way too much,7
Oh   and in case you were wondering   those are my legs on the new James Bond poster,7
Can you hold on a moment I have another call  I love her,1
I know,7
I'm back,7
So   are we gonna get together or what,7
Um   absolutely Uh   how 'bout tomorrow afternoon Do you know uh   Central Perk in the Village   say   five-ish,7
Great   I'll see you then,7
Ok  Ok Having a phone has finally paid off,1
What've you been up to,7
Oh   you know   the usual   teaching aerobics   partying way too much,7
Oh   and in case you were wondering   those are my legs on the new James Bond poster,7
Can you hold on a moment I have another call  I love her,1
I know,7
I'm back,7
So   are we gonna get together or what,7
Um   absolutely Uh   how 'bout tomorrow afternoon Do you know uh   Central Perk in the Village   say   five-ish,7
Great   I'll see you then,7
Ok  Ok Having a phone has finally paid off,1
"Even though you do do a good Bob impression   I'm thinkin' when she sees you tomorow   she's probably gonna realize   ""Hey   you're not Bob""",7
I'm hoping that when Bob doesn't show up   she will seek comfort in the open arms of the wry stranger at the next table,7
What've you been up to,7
Oh   you know   the usual   teaching aerobics   partying way too much,7
Oh   and in case you were wondering   those are my legs on the new James Bond poster,7
Can you hold on a moment I have another call  I love her,1
I know,7
I'm back,7
So   are we gonna get together or what,7
Um   absolutely Uh   how 'bout tomorrow afternoon Do you know uh   Central Perk in the Village   say   five-ish,7
Great   I'll see you then,7
Ok  Ok Having a phone has finally paid off,1
"Even though you do do a good Bob impression   I'm thinkin' when she sees you tomorow   she's probably gonna realize   ""Hey   you're not Bob""",7
I'm hoping that when Bob doesn't show up   she will seek comfort in the open arms of the wry stranger at the next table,7
Oh my god You are pure evil,6
What've you been up to,7
Oh   you know   the usual   teaching aerobics   partying way too much,7
Oh   and in case you were wondering   those are my legs on the new James Bond poster,7
Can you hold on a moment I have another call  I love her,1
I know,7
I'm back,7
So   are we gonna get together or what,7
Um   absolutely Uh   how 'bout tomorrow afternoon Do you know uh   Central Perk in the Village   say   five-ish,7
Great   I'll see you then,7
Ok  Ok Having a phone has finally paid off,1
"Even though you do do a good Bob impression   I'm thinkin' when she sees you tomorow   she's probably gonna realize   ""Hey   you're not Bob""",7
I'm hoping that when Bob doesn't show up   she will seek comfort in the open arms of the wry stranger at the next table,7
Oh my god You are pure evil,6
Ok   pure evil    horny and alone  I've done this,3
This is my wedding,7
All right   y'know what We really are late Let's go Let's go Let's go,3
Fine You'll-you'll watch it on video when we get back,7
Here you go Phoebe Here you go Phobo Phewbedo Phaybobo,1
Thank you,7
Thank you,7
All right   let's go Bye   Pheebs,1
This is my wedding,7
All right   y'know what We really are late Let's go Let's go Let's go,3
Fine You'll-you'll watch it on video when we get back,7
Here you go Phoebe Here you go Phobo Phewbedo Phaybobo,1
Thank you,7
Thank you,7
All right   let's go Bye   Pheebs,1
Bye   Pheebs,1
London baby,1
Oh   do you need a hug You don't have to bring me anything,1
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Well   I-I got this blinding pain in my stomach when I was lifting weights before   then I uh passed out and uh   haven't been able to stand up since,4
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Well   I-I got this blinding pain in my stomach when I was lifting weights before   then I uh passed out and uh   haven't been able to stand up since,4
But um   I don't think it's anything serious,7
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Well   I-I got this blinding pain in my stomach when I was lifting weights before   then I uh passed out and uh   haven't been able to stand up since,4
But um   I don't think it's anything serious,7
This sounds like a hernia You have toyou-you go to the doctor,5
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Well   I-I got this blinding pain in my stomach when I was lifting weights before   then I uh passed out and uh   haven't been able to stand up since,4
But um   I don't think it's anything serious,7
This sounds like a hernia You have toyou-you go to the doctor,5
No way Kay look   if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach,4
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Well   I-I got this blinding pain in my stomach when I was lifting weights before   then I uh passed out and uh   haven't been able to stand up since,4
But um   I don't think it's anything serious,7
This sounds like a hernia You have toyou-you go to the doctor,5
No way Kay look   if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach,4
That's a hernia,6
Hey,7
Hey So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time,1
That's great   but shouldn't you be on the toilet right now,6
What,5
What's wrong with you,6
Nothing,7
Well   I-I got this blinding pain in my stomach when I was lifting weights before   then I uh passed out and uh   haven't been able to stand up since,4
But um   I don't think it's anything serious,7
This sounds like a hernia You have toyou-you go to the doctor,5
No way Kay look   if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach,4
That's a hernia,6
Why did I have to start working out again  Damn you 15s,3
I love your place Where is this guy from,1
Uh that's an eighteenth century Indian artifact from Calcutta,7
Oh wow So   you're more than just dinosaurs,5
Well   well to sum up   we're having fun   you look young,7
Okay,7
But that's not enough So Sohere's a key to my apartment,7
Really,5
Well   well to sum up   we're having fun   you look young,7
Okay,7
But that's not enough So Sohere's a key to my apartment,7
Really,5
Really,7
You don't think this is too fast,7
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Anyway I just   uh   I think it's for the best,0
Hey   you ok,7
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Anyway I just   uh   I think it's for the best,0
Hey   you ok,7
I guess,0
There was hum  there was another reason that I thought it was time to end it with Joey,7
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Anyway I just   uh   I think it's for the best,0
Hey   you ok,7
I guess,0
There was hum  there was another reason that I thought it was time to end it with Joey,7
I started to realize that I was having feelings for someone  else,7
Ok Geller Last day of the conference   you know what happens to the keynote speaker,7
Oh   professor Clerk we're kind of in the middle of a conversation   here,7
Yeah   can you guys just throw him in the pool later,7
Or we could throw you both in,1
Ok   gentlemen,3
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Anyway I just   uh   I think it's for the best,0
Hey   you ok,7
I guess,0
There was hum  there was another reason that I thought it was time to end it with Joey,7
I started to realize that I was having feelings for someone  else,7
Ok Geller Last day of the conference   you know what happens to the keynote speaker,7
Oh   professor Clerk we're kind of in the middle of a conversation   here,7
Yeah   can you guys just throw him in the pool later,7
Or we could throw you both in,1
Ok   gentlemen,3
Please,3
Aren't we a little old for this,3
I mean   we're scientists   right,7
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Anyway I just   uh   I think it's for the best,0
Hey   you ok,7
I guess,0
There was hum  there was another reason that I thought it was time to end it with Joey,7
I started to realize that I was having feelings for someone  else,7
Ok Geller Last day of the conference   you know what happens to the keynote speaker,7
Oh   professor Clerk we're kind of in the middle of a conversation   here,7
Yeah   can you guys just throw him in the pool later,7
Or we could throw you both in,1
Ok   gentlemen,3
Please,3
Aren't we a little old for this,3
I mean   we're scientists   right,7
We're academics,3
Get Out,3
Ross   can I talk to you for a minute,7
Yes   please  So   what's going on,7
Uh   well Joey and I broke up,0
Oh my God   wh-what happened,5
Joey is a great guy   but we're just so different I mean   during your speech he kept laughing at homo erectus,0
I knew that was him,3
Anyway I just   uh   I think it's for the best,0
Hey   you ok,7
I guess,0
There was hum  there was another reason that I thought it was time to end it with Joey,7
I started to realize that I was having feelings for someone  else,7
Ok Geller Last day of the conference   you know what happens to the keynote speaker,7
Oh   professor Clerk we're kind of in the middle of a conversation   here,7
Yeah   can you guys just throw him in the pool later,7
Or we could throw you both in,1
Ok   gentlemen,3
Please,3
Aren't we a little old for this,3
I mean   we're scientists   right,7
We're academics,3
And most importantly I you-you will have to catch us first,1
Go   go   go,1
Oh yeah   now everybody wants to be under this hat,1
Oy,6
What's with all this sand,5
Oh   yeah   Bob said there might be flood damage,7
Go   go   go,1
Oh yeah   now everybody wants to be under this hat,1
Oy,6
What's with all this sand,5
Oh   yeah   Bob said there might be flood damage,7
Yeah   either that   or he has a really big cat,7
Okay   see that blind guy right there I'm gonna bash his head in later,3
Oh umm   my big scene is coming up Big scene coming up,1
Hey   you wanna get something to eat or uh   do you wanna see how long we can throw this ball back and forth Huh,7
Uhh   the ball thing,7
Yeah,7
Hey Ross   wouldn't it be great if we could go two straight hours without dropping it,1
Hey   you wanna get something to eat or uh   do you wanna see how long we can throw this ball back and forth Huh,7
Uhh   the ball thing,7
Yeah,7
Hey Ross   wouldn't it be great if we could go two straight hours without dropping it,1
Uhh  ,7
Okay,1
Uh-oh,4
Hey   you wanna get something to eat or uh   do you wanna see how long we can throw this ball back and forth Huh,7
Uhh   the ball thing,7
Yeah,7
Hey Ross   wouldn't it be great if we could go two straight hours without dropping it,1
Uhh  ,7
Okay,1
Uh-oh,4
What,7
I have to pee And Rachel's in the bathroom,0
Hey   you wanna get something to eat or uh   do you wanna see how long we can throw this ball back and forth Huh,7
Uhh   the ball thing,7
Yeah,7
Hey Ross   wouldn't it be great if we could go two straight hours without dropping it,1
Uhh  ,7
Okay,1
Uh-oh,4
What,7
I have to pee And Rachel's in the bathroom,0
Man   I didn't think we were gonna make it,5
Hey   you wanna get something to eat or uh   do you wanna see how long we can throw this ball back and forth Huh,7
Uhh   the ball thing,7
Yeah,7
Hey Ross   wouldn't it be great if we could go two straight hours without dropping it,1
Uhh  ,7
Okay,1
Uh-oh,4
What,7
I have to pee And Rachel's in the bathroom,0
Man   I didn't think we were gonna make it,5
I know  Don't switch hands   okay,4
How did it go with Erin,7
Oh   unbelievable We had the best time,1
Yay Oh so   you're not   you're not mad at us anymore,1
No,1
No,1
No,1
You guys were totally right,1
This is so much better than the first time we went out,1
Y'know,7
How did it go with Erin,7
Oh   unbelievable We had the best time,1
Yay Oh so   you're not   you're not mad at us anymore,1
No,1
No,1
No,1
You guys were totally right,1
This is so much better than the first time we went out,1
Y'know,7
That was so awkward   we were really nervous,7
Didn't you sleep together,7
How did it go with Erin,7
Oh   unbelievable We had the best time,1
Yay Oh so   you're not   you're not mad at us anymore,1
No,1
No,1
No,1
You guys were totally right,1
This is so much better than the first time we went out,1
Y'know,7
That was so awkward   we were really nervous,7
Didn't you sleep together,7
Yeah   that really calms me down,7
And,1
How did it go with Erin,7
Oh   unbelievable We had the best time,1
Yay Oh so   you're not   you're not mad at us anymore,1
No,1
No,1
No,1
You guys were totally right,1
This is so much better than the first time we went out,1
Y'know,7
That was so awkward   we were really nervous,7
Didn't you sleep together,7
Yeah   that really calms me down,7
And,1
We have so much in common,1
She loves sandwiches   sports   although she is a Met fan   not much of an issue now but if we were ever to have kids   well that's a,1
Oh my God Listen to you talkin' about having kids Oh my Joey  Oh   please don't get married before I do,5
How did it go with Erin,7
Oh   unbelievable We had the best time,1
Yay Oh so   you're not   you're not mad at us anymore,1
No,1
No,1
No,1
You guys were totally right,1
This is so much better than the first time we went out,1
Y'know,7
That was so awkward   we were really nervous,7
Didn't you sleep together,7
Yeah   that really calms me down,7
And,1
We have so much in common,1
She loves sandwiches   sports   although she is a Met fan   not much of an issue now but if we were ever to have kids   well that's a,1
Oh my God Listen to you talkin' about having kids Oh my Joey  Oh   please don't get married before I do,5
Okay,7
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
I got no sleep last night,3
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
I got no sleep last night,3
Why,7
My grandmother has this new boyfriend   and they're both kind of insecure in bed,6
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
I got no sleep last night,3
Why,7
My grandmother has this new boyfriend   and they're both kind of insecure in bed,6
Oh   and deaf,7
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
I got no sleep last night,3
Why,7
My grandmother has this new boyfriend   and they're both kind of insecure in bed,6
Oh   and deaf,7
So they're constantly   like   having to reassure each other that they're having a good time,7
You have no idea how loud they are,6
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
I got no sleep last night,3
Why,7
My grandmother has this new boyfriend   and they're both kind of insecure in bed,6
Oh   and deaf,7
So they're constantly   like   having to reassure each other that they're having a good time,7
You have no idea how loud they are,6
Well   if you want   you can stay with Rachel and me tonight,7
How does she do that,5
I cannot sleep in a public place,7
Would you look at her She is so peaceful,1
Oh What what what Hi,5
It's okay   y'know   you just nodded off again,7
What's going on with you,5
I got no sleep last night,3
Why,7
My grandmother has this new boyfriend   and they're both kind of insecure in bed,6
Oh   and deaf,7
So they're constantly   like   having to reassure each other that they're having a good time,7
You have no idea how loud they are,6
Well   if you want   you can stay with Rachel and me tonight,7
Thanks,1
Ew What is that Something exploded,6
It's just her water breaking Calm down   will you,7
Water breaking   what do you mean What's that   water breaking,5
Are you insane I mean Joey   is going to kill you   he's actually going to kill you dead,5
Okay You don't think I thought of that,3
How can you not know which one,5
I mean that's unbelievable,1
I mean   was it Gina,7
Are you insane I mean Joey   is going to kill you   he's actually going to kill you dead,5
Okay You don't think I thought of that,3
How can you not know which one,5
I mean that's unbelievable,1
I mean   was it Gina,7
Which one is Gina,7
Dark   big hair   with the airplane earrings,7
Are you insane I mean Joey   is going to kill you   he's actually going to kill you dead,5
Okay You don't think I thought of that,3
How can you not know which one,5
I mean that's unbelievable,1
I mean   was it Gina,7
Which one is Gina,7
Dark   big hair   with the airplane earrings,7
No   no   no   that's Dina,7
You see you can't tell which one is which either   dwha,5
I don't know   you thought See you Saturday' was funny,7
Look honey   Mark is in fashion okay   I like having a friend that I can share this stuff with,7
You guys would never want to go to a lecture with me,7
Pa-haa I would love to go with you,1
Really,5
I don't know   you thought See you Saturday' was funny,7
Look honey   Mark is in fashion okay   I like having a friend that I can share this stuff with,7
You guys would never want to go to a lecture with me,7
Pa-haa I would love to go with you,1
Really,5
Yeah   hey I-I have clothes   I even pick them out,7
I don't know   you thought See you Saturday' was funny,7
Look honey   Mark is in fashion okay   I like having a friend that I can share this stuff with,7
You guys would never want to go to a lecture with me,7
Pa-haa I would love to go with you,1
Really,5
Yeah   hey I-I have clothes   I even pick them out,7
I mean for   for all you know I could be a fashion monger,7
Okay Honey   I would love for you to go with me  What,1
I don't know   you thought See you Saturday' was funny,7
Look honey   Mark is in fashion okay   I like having a friend that I can share this stuff with,7
You guys would never want to go to a lecture with me,7
Pa-haa I would love to go with you,1
Really,5
Yeah   hey I-I have clothes   I even pick them out,7
I mean for   for all you know I could be a fashion monger,7
Okay Honey   I would love for you to go with me  What,1
What should I wear   now I'm all nervous,4
: I know   we did it Hey   that was incredible   huh,1
I know   it was amazing I mean   we totally nailed it   it was beautiful,1
: Thank you   listen   thanks a lot Tribbiani    Oh my God   look at the time   I gotta catch the bus to the ball,1
Oh well   okay   good luck,1
: Yeah,7
: I know   we did it Hey   that was incredible   huh,1
I know   it was amazing I mean   we totally nailed it   it was beautiful,1
: Thank you   listen   thanks a lot Tribbiani    Oh my God   look at the time   I gotta catch the bus to the ball,1
Oh well   okay   good luck,1
: Yeah,7
Unless you wanna practice the Foxtrot again Or-or the Tango,7
: I know   we did it Hey   that was incredible   huh,1
I know   it was amazing I mean   we totally nailed it   it was beautiful,1
: Thank you   listen   thanks a lot Tribbiani    Oh my God   look at the time   I gotta catch the bus to the ball,1
Oh well   okay   good luck,1
: Yeah,7
Unless you wanna practice the Foxtrot again Or-or the Tango,7
